id,Price
109,5416963.9356251005
110,4168638.567292013
111,1851460.9555064747
112,4214809.129292047
113,2244812.191624346
114,7470802.411359951
115,2478784.298283254
116,1979235.0819186866
117,6907384.353307446
118,5356300.700744467
119,7358125.1288682595
120,3322531.0693676984
121,12867694.495167311
122,3310430.7689210195
123,1831883.3668337204
124,1294386.0224381853
125,5298602.363743626
126,14271154.078123765
127,5879009.99877738
128,6581298.407500105
129,2810917.9955927916
130,661619.0991991325
131,12717482.413869282
132,5497636.309921287
133,2969593.2197873956
134,1733648.8901104107
135,7152748.057706384
136,2946187.631749248
137,6841086.6961492505
138,13840903.859833525
139,6321065.144032277
140,13684730.337181864
141,6581298.407500105
142,2250205.904974399
143,5879009.99877738
144,5879009.99877738
145,3457782.484005985
146,2493258.749645684
147,6321065.144032277
148,2946187.631749248
149,5977244.475500692
150,6098829.875707639
151,5902360.922261018
152,7086500.267660407
153,8403561.946452258
154,2570898.1374316886
155,6716863.417138582
156,3076822.124374522
157,11804491.30926502
158,7583443.2508153
159,5356300.700744467
160,13797611.885564724
161,6321065.144032277
162,13338049.302437218
163,6526460.436712325
164,5977244.475500692
165,7545890.230490794
166,6370182.382393932
167,7545890.230490794
168,6271947.905670622
169,7054840.600059142
170,5879009.99877738
171,6321065.144032277
172,2195694.9532626914
173,1886153.6096179197
174,5058736.904361473
175,6971203.3278831635
176,6453869.521682132
177,967714.1271090917
178,13531880.377080115
179,10269957.299252627
180,5151146.11699193
181,7201865.296068039
182,6370182.382393932
183,13624271.368192403
184,6896097.28723415
185,5263786.956447281
186,3457782.484005985
187,6564013.457036832
188,6176573.795160374
189,2620342.394869415
190,912628.8568287259
191,6797862.810510838
192,6321065.144032277
193,13993858.351602005
194,2544823.0249957703
195,3457782.484005985
196,6685203.749537319
197,2862895.6001675082
198,2975745.5029563196
199,14213332.987938022
200,12792588.454518298
201,3310430.7689210195
202,5879009.99877738
203,5333029.496844312
204,7129946.640708158
205,2804833.801054257
206,5416889.256429633
207,7412981.32117421
208,13684730.337181864
209,3446458.974896346
210,5977244.475500692
211,13644539.438053636
212,6355807.665255943
213,4139789.3987915926
214,3755346.2803889774
215,5332981.42285488
216,6176573.795160374
217,9594552.439896913
218,1831728.9680547705
219,14531060.32251552
220,1788332.4621192394
221,13606986.41772913
222,1395671.7071898486
223,7305906.815366032
224,13993858.351602005
225,13684730.337181864
226,6763170.156399393
227,5725937.551266292
228,6176573.795160374
229,1935270.8479795745
230,5751976.22066587
231,13644539.438053636
232,6138675.534241626
233,12775303.504055025
234,13361400.225920854
235,6176573.795160374
236,13606986.41772913
237,869250.5724113649
238,2733001.4558429355
239,5806936.944638548
240,6543745.387175597
241,6826662.111899039
242,6370182.382393932
243,6393533.30587757
244,2022324.5834191032
245,5977244.475500692
246,3509760.0885807015
247,3322531.0693676984
248,6716863.417138582
249,2588632.8601559326
250,12717482.413869282
251,6526460.436712325
252,13239814.825713906
253,13329758.779837761
254,5561350.752830273
255,13606986.41772913
256,2744497.585249694
257,2244812.191624346
258,6321065.144032277
259,3457782.484005985
260,6581298.407500105
261,13684730.337181864
262,2441078.6723025823
263,6321065.144032277
264,3212196.292197709
265,14022707.520102428
266,2810917.9955927916
267,13531880.377080115
268,3755346.2803889774
269,13398953.24624536
270,6176573.795160374
271,6286372.489920832
272,4263926.367653702
273,1715673.4584586574
274,3703906.551346577
275,5879009.99877738
276,4214809.129292047
277,1739215.2237575836
278,12792588.454518298
279,3261313.530559364
280,5593201.262246827
281,6581298.407500105
282,1979235.0819186866
283,6280201.985233739
284,4027304.751237978
285,2631493.283681933
286,1010777.023403476
287,6950935.258021928
288,2698297.1707783975
289,5783931.261749154
290,912628.8568287259
291,4200261.791856936
292,2421290.2271735827
293,13288932.064075561
294,1472823.0865557566
295,3966746.048024075
296,2544823.0249957703
297,6280201.985233739
298,4027304.751237978
299,2631493.283681933
300,1010777.023403476
301,6950935.258021928
302,2698297.1707783975
303,5783931.261749154
304,912628.8568287259
305,4200261.791856936
306,2421290.2271735827
307,13288932.064075561
308,1472823.0865557566
309,3966746.048024075
310,2544823.0249957703
311,6280201.985233739
312,4027304.751237978
313,2631493.283681933
314,1010777.023403476
315,6950935.258021928
316,2698297.1707783975
317,5783931.261749154
318,912628.8568287259
319,4200261.791856936
320,2421290.2271735827
321,13288932.064075561
322,1472823.0865557566
323,3966746.048024075
324,2544823.0249957703
